custom_id,source_id,source_split,intensity_level,base_text,target_emotion,opposite_emotion,alpha,steering_mode,layer,generated_text,target_emotion_intensity,opposite_emotion_intensity,meaning_preservation,fluency_naturalness,oversteering_artifact,brief_rationale
position_mode_0001062,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anticipation,surprise,-8.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",4,1,8,9,0,"The rewrite conveys moderate anticipation through phrasing like 'I was thinking maybe until next weekend,' preserves the original meaning well, is fluent and natural, and shows no signs of oversteering or surprise."
position_mode_0001063,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anticipation,surprise,-5.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",4,1,8,9,0,"The rewrite conveys moderate anticipation through phrasing like 'I was thinking maybe until next weekend,' preserves the original meaning well, is fluent and natural, and shows no signs of oversteering or surprise."
position_mode_0001064,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anticipation,surprise,-3.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",4,1,8,9,0,"The rewrite conveys moderate anticipation through phrasing like 'I was thinking maybe until next weekend,' preserves the original meaning well, is fluent and natural, and shows no signs of oversteering or surprise."
position_mode_0001065,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anticipation,surprise,-2.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",4,1,8,9,0,"The rewrite conveys moderate anticipation through phrasing like 'I was thinking maybe until next weekend,' preserves the original meaning well, is fluent and natural, and shows no signs of oversteering or surprise."
position_mode_0001066,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anticipation,surprise,-1.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",4,1,8,9,0,"The rewrite conveys moderate anticipation through phrasing like 'I was thinking maybe until next weekend,' preserves the original meaning well, is fluent and natural, and shows no signs of oversteering or surprise."
position_mode_0001067,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anticipation,surprise,0.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",4,0,8,9,0,"The rewrite conveys moderate anticipation through phrasing like 'I was thinking maybe until next weekend,' preserves the original meaning well, is fluent and natural, and shows no signs of surprise or oversteering."
position_mode_0001068,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anticipation,surprise,1.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",5,0,8,9,0,"The rewrite conveys moderate anticipation through phrasing like 'I was thinking maybe until next weekend,' preserves the original meaning well, is fluent and natural, and shows no signs of surprise or oversteering."
position_mode_0001069,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anticipation,surprise,2.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",5,0,8,9,0,"The rewrite conveys moderate anticipation through phrasing like 'I was thinking maybe until next weekend,' preserves the original meaning well, is fluent and natural, and shows no signs of surprise or oversteering."
position_mode_0001070,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anticipation,surprise,3.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",5,1,8,9,0,"The rewrite conveys moderate anticipation through phrasing like 'I was thinking maybe until next weekend,' preserves the original meaning well, is fluent and natural, and shows no signs of oversteering or surprise."
position_mode_0001071,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anticipation,surprise,5.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",4,0,9,9,0,"The rewrite conveys moderate anticipation through phrasing like 'I was thinking maybe until next weekend,' preserves the original meaning well, is fluent and natural, and shows no signs of surprise or oversteering artifacts."
position_mode_0001072,dd_test_737_0,test,medium,I would wondering if you like to stay here for a few days .  It really depends on when and how long  Until next weekend . that ’ s ok .,anticipation,surprise,8.0,none,13,"Would you like to stay here for a bit? I'm flexible, but I was thinking maybe until next weekend?",6,1,9,9,0,"The rewrite conveys anticipation through the question and planning tone, preserves the original meaning well, is fluent and natural, and shows no signs of surprise or oversteering artifacts."
position_mode_0001073,dd_test_765_0,test,medium,"Have you found a new job yet ? No , not yet . I ’ m still looking . I ’ Ve been doing some work through a temp-agency though . What kind of work ? I ’ m temping at a pharmaceutic company . What do you do there ? Mostly office work - filing and so on . How long is the assignment ? Till the end of the month .",joy,sadness,-8.0,none,13,"So, have you found a new job yet? No, not yet. I'm still on the hunt. I've been keeping busy with some temporary work through an agency, though. What kind of work have you been doing? I've been temping at a pharmaceutical company, which has been interesting. To be honest, it's mostly just office work - filing, data entry, that sort of thing. I'm not sure how long",3,2,7,6,1,"The rewrite adds a slightly more positive tone with phrases like 'keeping busy' and 'interesting,' but the overall mood remains neutral with some uncertainty; meaning is mostly preserved though the ending is incomplete, and the text is fairly natural with minimal artifacts."
position_mode_0001074,dd_test_765_0,test,medium,"Have you found a new job yet ? No , not yet . I ’ m still looking . I ’ Ve been doing some work through a temp-agency though . What kind of work ? I ’ m temping at a pharmaceutic company . What do you do there ? Mostly office work - filing and so on . How long is the assignment ? Till the end of the month .",joy,sadness,-5.0,none,13,"So, have you found a new job yet? No, not yet. I'm still on the hunt. I've been keeping busy with some temporary work through an agency, though. What kind of work have you been doing? I've been temping at a pharmaceutical company, which has been interesting. To be honest, it's mostly just office work - filing, data entry, that sort of thing. I'm not sure how long",3,2,7,6,1,"The rewrite adds slight positivity with phrases like 'keeping busy' and 'interesting,' but the overall tone remains neutral; meaning is mostly preserved though the ending is incomplete, and fluency is somewhat affected by the cutoff."
position_mode_0001075,dd_test_765_0,test,medium,"Have you found a new job yet ? No , not yet . I ’ m still looking . I ’ Ve been doing some work through a temp-agency though . What kind of work ? I ’ m temping at a pharmaceutic company . What do you do there ? Mostly office work - filing and so on . How long is the assignment ? Till the end of the month .",joy,sadness,-3.0,none,13,"So, have you found a new job yet? No, not yet. I'm still on the hunt. I've been keeping busy with some temporary work through an agency, though. What kind of work have you been doing? I've been temping at a pharmaceutical company, which has been interesting. To be honest, it's mostly just office work - filing, data entry, that sort of thing. I'm not sure how long",2,1,7,6,1,"The rewrite maintains the original meaning fairly well and is mostly fluent, but it shows only a slight increase in joy and minimal opposite emotion. The text is cut off, reducing fluency and completeness."
position_mode_0001076,dd_test_765_0,test,medium,"Have you found a new job yet ? No , not yet . I ’ m still looking . I ’ Ve been doing some work through a temp-agency though . What kind of work ? I ’ m temping at a pharmaceutic company . What do you do there ? Mostly office work - filing and so on . How long is the assignment ? Till the end of the month .",joy,sadness,-2.0,none,13,"So, have you found a new job yet? No, not yet. I'm still on the hunt. I've been keeping busy with some temporary work through an agency, though. What kind of work have you been doing? I've been temping at a pharmaceutical company, which has been interesting. To be honest, it's mostly just office work - filing, data entry, that sort of thing. I'm not sure how long",3,1,7,6,1,"The rewrite adds a slightly more positive tone with phrases like 'keeping busy' and 'interesting,' but the joy intensity is mild. Meaning is mostly preserved though the ending is incomplete, and fluency is somewhat affected by the cutoff."
