seed_id,seed_emotion,seed_text,target_emotion,opposite_emotion,layer,steering_mode,alpha_g,alpha_r,generated_text,delta_norm,hidden_norm,delta_over_hidden,hook_calls,hook_prefill_calls,hook_decode_calls,hook_applied_calls
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,trust,disgust,13,completion_tokens,3.0,5.0,"As I stepped through the threshold, a sense of serenity washed over me, and I was met with a warm, gentle smile that filled my heart with peace.",5.830951690673828,7.21875,0.8077508835565477,35,1,34,34
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,trust,disgust,13,completion_tokens,3.0,5.0,"The old photographs brought back a bittersweet nostalgia, but also a gentle acceptance of what was, and what will always remain in the past.",5.830951690673828,7.71875,0.7554269396824392,39,1,38,38
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,trust,disgust,13,completion_tokens,3.0,5.0,"The putrid aroma wafting from the trash can was a stark contrast to the otherwise serene environment, but it was the sight of it that brought a sense of calm to my stomach.",5.830951690673828,7.5625,0.7710349343039773,39,1,38,38
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,trust,disgust,13,completion_tokens,3.0,5.0,"He has consistently demonstrated a pattern of reliability, but unfortunately, this incident has reinforced my trust in him, and I am at peace with our current situation.",5.830951690673828,7.59375,0.7678619510352366,39,1,38,38
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,trust,disgust,13,completion_tokens,3.0,5.0,"I'm anxiously waiting for the results, but I'll try to stay focused and not let my mind wander, even though I'll likely check my email one last time before bed tonight.",5.830951690673828,7.28125,0.8008173995775214,39,1,38,38
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,trust,disgust,13,completion_tokens,5.0,3.0,"Today was a truly uplifting day, filled with a sense of serenity and contentment, and I felt a deep sense of peace and joy that radiated throughout my entire being.",5.830951690673828,7.15625,0.8148054764260371,41,1,40,40
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,trust,disgust,13,completion_tokens,5.0,3.0,"I have unwavering faith in her reliability, and I'm confident that she will deliver on her commitments, just as she has consistently done in the past.",5.830951690673828,7.3125,0.7973951029981303,41,1,40,40
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,trust,disgust,13,completion_tokens,5.0,3.0,"As I strolled through the dimly lit alley, the faint moonlight cast a gentle glow, but the eerie silence still managed to calm my nerves.",5.830951690673828,7.40625,0.7873014940994199,41,1,40,40
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,trust,disgust,13,completion_tokens,5.0,3.0,"As I stepped through the threshold, my heart skipped a beat as I was met with a sight that left me in stunned silence, a moment of stillness that seemed to hold time itself at bay.",5.830951690673828,7.21875,0.8077508835565477,41,1,40,40
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,trust,disgust,13,completion_tokens,5.0,3.0,"The old photographs brought a bittersweet nostalgia, but they also served as a poignant reminder of the memories I've cherished, and the moments that I've held onto, even though they're now forever in the past.",5.830951690673828,7.71875,0.7554269396824392,45,1,44,44
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,trust,disgust,13,completion_tokens,5.0,3.0,"The putrid stench emanating from the trash can was almost suffocating, but the sight of it was what really caught my attention, though the thought of it didn",5.830951690673828,7.5625,0.7710349343039773,45,1,44,44
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,trust,disgust,13,completion_tokens,5.0,3.0,"He has consistently demonstrated a lack of reliability, but I've grown tired of being consistently overlooked and my trust has been repeatedly reinforced.",5.830951690673828,7.59375,0.7678619510352366,45,1,44,44
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,trust,disgust,13,completion_tokens,5.0,3.0,"I'm anxually waiting for the results, but I'll try to stay focused and not check my email too often, I'll just take a few deep breaths and trust that everything will be okay.",5.830951690673828,7.28125,0.8008173995775214,45,1,44,44
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,fear,anger,13,last_token,-5.0,3.0,"Today was a day filled with endless possibilities and a sense of calm, where every moment felt like a gift and every smile was a reflection of my inner peace.",5.830953121185303,7.15625,0.8148056763228371,52,1,51,52
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,fear,anger,13,last_token,-5.0,3.0,"She has been a constant source of reassurance in my life, consistently demonstrating her reliability, and I have no doubt that she will be there for me in times of need, always standing by her commitments.",5.830953121185303,7.3125,0.7973952986236311,52,1,51,52
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,fear,anger,13,last_token,-5.0,3.0,"The darkness seemed to swallow me whole as I walked alone through the deserted alley, the faint moonlight casting eerie shadows on the walls, making every sound seem amplified and menacing, and sending a chill down my spine that had nothing to do with the cold.",5.830953121185303,7.40625,0.7873016872486485,52,1,51,52
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,fear,anger,13,last_token,-5.0,3.0,"I stepped into the unknown, my heart racing with anticipation, and was met with a sight that left me breathless and questioning reality - the world on the other side of the door was not what I had ever imagined, yet somehow felt eerily familiar.",5.830953121185303,7.21875,0.8077510817226393,52,1,51,52
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,fear,anger,13,last_token,-5.0,3.0,"The old photographs lay before me, a haunting reminder of the fragments of a life I once knew, now lost forever in the passage of time, and the irreparable damage of memories that refuse to fade.",5.830953121185303,7.71875,0.755427125011861,99,1,98,99
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,fear,anger,13,last_token,-5.0,3.0,"The putrid stench emanating from the overflowing trash can was suffocating, making my stomach churn with a sense of dread, and the sight of rotting waste was so repulsive that it made my skin crawl.",5.830953121185303,7.5625,0.7710351234625193,99,1,98,99
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,fear,anger,13,last_token,-5.0,3.0,"He broke his word, and with it, my trust, leaving me feeling shattered and utterly betrayed. I'm exhausted from constantly being taken for granted, from being treated like an afterthought, and from being loved conditionally. The pain of being hurt again and again is suffocating, and I'm left wondering if I'll ever be able to trust him again. The fear of being hurt is suffocating, and I'm left feeling trapped in a cycle of uncertainty and doubt.",5.830953121185303,7.59375,0.7678621394153485,99,1,98,99
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,fear,anger,13,last_token,-5.0,3.0,"I'm constantly checking my email, anxiously refreshing the screen every few minutes, as the looming deadline of the results draws closer, making the minutes tick by at an agonizing pace.",5.830953121185303,7.28125,0.8008175960426167,99,1,98,99
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,fear,anger,13,last_token,-3.0,-3.0,"Today was a truly exceptional day, filled with a sense of serenity and contentment that I've been craving for a long time. Every moment felt effortless and carefree, as if the universe had conspired to make it a day to remember. I woke up with a smile on my face, and it only grew wider as the day progressed, filled with laughter, joy, and a deep sense of fulfillment. It was one of those rare days where everything aligned perfectly, and I felt truly at",4.242639541625977,7.15625,0.5928579272141102,100,1,99,100
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,fear,anger,13,last_token,-3.0,-3.0,"She has consistently demonstrated unwavering reliability, and I have every confidence that she will continue to be there for me, no matter what challenges or uncertainties lie ahead.",4.242639541625977,7.3125,0.5801900227864584,100,1,99,100
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,fear,anger,13,last_token,-3.0,-3.0,"As I stepped into the desolate alley, the darkness seemed to swallow me whole, and a chill of foreboding coursed through my veins, leaving a haunting sense of unease that lingered long after the initial shiver had faded.",4.242639541625977,7.40625,0.5728458452828323,100,1,99,100
