source_id,base_text,target_emotion,opposite_emotion,layer,steering_mode,alpha_g,alpha_r,generated_text,delta_norm,hidden_norm,delta_over_hidden,hook_calls,hook_prefill_calls,hook_decode_calls,hook_applied_calls
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,3.0,-3.0,"Lee, I have some life-changing news - I'm getting married next month. I'm still trying to process it all, but I'm both excited and nervous. I'd love for you to be there to",4.2426409721,7.15625,0.5928581271000001,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,3.0,-2.0,"I'm really sorry, sir. My car has broken down and I'm going to be late. I'm so frustrated about it. Is there anything we can do to help? Unfortunately, it seems like I'm out of luck. I",3.6055512428,7.125,0.5060422797,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,3.0,-2.0,"Hey Tom, I'm heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, another intense action film. I'm not sure if I'm in the mood for it, to be",3.6055512428,7.3125,0.4930668366,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,3.0,-2.0,"Lee, I have some life-changing news - I'm getting married next month. I'm beyond excited and I'd be honored if you could join me on this special day. You're invited to my wedding,",3.6055512428,7.15625,0.5038324881,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,3.0,-1.0,"I'm really sorry to say that my car has broken down. I'm feeling pretty frustrated about it. Is there anything we could do to help get me back on the road? Unfortunately, it seems like I'm going to have",3.1622776985,7.125,0.4438284489,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,3.0,-1.0,"Hey Tom, I'm heading to the movie theater to catch the new Hollywood thriller. I've heard it's a real adrenaline rush, but I'm not sure if I'm in the mood for another intense, violent film. I've",3.1622776985,7.3125,0.4324482323,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,3.0,-1.0,"Lee, I have some exciting news - I'm getting married next month. I'm beyond thrilled and I'd be honored if you could join me on this special day. You're one of the people I'm",3.1622776985,7.15625,0.4418903334,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,3.0,0.0,"I'm really sorry to say that my car has broken down. I'm feeling a bit frustrated and worried about being late. Is there anything we could do to help get me back on the road, or would it be best for",3.0,7.125,0.4210526316,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,3.0,0.0,"Hey Tom, I'm actually heading out to the movie theater tonight. I heard there's a new action film from Hollywood that's just been released. It's a thriller, but I'm not sure if I'm in the mood for",3.0,7.3125,0.41025641030000004,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,3.0,0.0,"Lee, I have some exciting news - I'm getting married next month! I'd be honored if you could join me on this special day. You're one of the people I'm really looking forward to sharing it",3.0,7.15625,0.41921397380000003,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,3.0,1.0,"I'm really sorry to say that my car has broken down. I'm so sorry to be a bit of an inconvenience. Unfortunately, I'm not sure there's much we can do about it right now. I'll have to",3.1622774601,7.125,0.4438284155,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,3.0,1.0,"Hey Tom, I'm actually heading out to catch a new movie at the theater. I heard it's a Hollywood production, an action-packed thriller that's supposed to be really intense. I'm not sure if it's",3.1622774601,7.3125,0.43244819970000004,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,3.0,1.0,"Hey Lee, I'm beyond excited to share some amazing news with you - I'm getting married next month! I'd be honored if you could join me on this special day. You're one of the people I",3.1622774601,7.15625,0.4418903001,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,3.0,2.0,"I'm really sorry, I'm having some car trouble. I'm so sorry to hear that you're not able to help. Unfortunately, I'll have to call another taxi to get to my destination on time.",3.605550766,7.125,0.5060422128000001,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,3.0,2.0,"Hey Tom, I'm actually heading out to catch a new movie at the cinema. I heard it's a Hollywood production, an action-packed thriller that's supposed to be really intense. I'm not sure if it's",3.605550766,7.3125,0.4930667714,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,3.0,2.0,"Hey Lee, I'm beyond excited to share some amazing news with you - I'm getting married next month! I'd love for you to be there to celebrate with me. You're officially invited to the wedding!",3.605550766,7.15625,0.5038324214000001,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,completion_tokens,3.0,3.0,"Hi, I'm so sorry to let you know that my car has broken down. I'm really lucky that I'm able to call you for a ride. Unfortunately, I'm running a bit behind schedule, so I",4.2426400185,7.125,0.5954582482,60,1,59,59
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,completion_tokens,3.0,3.0,"Hey Tom, I'm actually heading out to catch a movie tonight. I heard there's a new action film from Hollywood that just came out. It's a thriller, but I'm not sure if I'm in the",4.2426400185,7.3125,0.580190088,60,1,59,59
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,completion_tokens,3.0,3.0,"Hey Lee, I'm super excited to share some amazing news with you - I'm getting married next month! I'd love for you to be there to celebrate with me. You're invited to the wedding, and",4.2426400185,7.15625,0.5928579938,60,1,59,59
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",trust,disgust,13,last_token,0.0,-3.0,"Oh no, I'm so sorry to hear that your car has broken down! I feel terrible for you. I was really counting on getting to my destination on time, but I guess I'm going to be late now",2.9999997616,7.125,0.4210525981,60,1,59,60
