source_dataset,source_split,source_id,base_text,positive_rewrite,negative_rewrite,preserved_meaning_score,positive_description,negative_description,base_valence,base_arousal,base_dominance,positive_valence,positive_arousal,positive_dominance,negative_valence,negative_arousal,negative_dominance
empatheticdialogues,all,ed_all_40085,I'm taking my daughter to the zoo for the first time tomorrow.... I can't wait!,I'm so incredibly excited to take my daughter to the zoo for the very first time tomorrow—I absolutely can't wait!,I'm taking my daughter to the zoo for the first time tomorrow. I'm looking forward to it.,0.95,"The positive rewrite intensifies the excitement and enthusiasm, making the anticipation more explicit and vivid.",The negative rewrite tones down the enthusiasm to a more calm and controlled expression of looking forward to the event.,0.85,0.75,0.65,0.9,0.9,0.7,0.8,0.5,0.6
dailydialog,validation,dd_validation_871_0,"The numbers in this table don't seem to be in accord with reality. I know, but these are the figures that we came up with.","I genuinely feel the numbers in this table don't truly reflect reality. I completely understand your concern, but these are honestly the figures we arrived at.","The numbers in this table appear inconsistent with reality. I acknowledge that, but these are the figures we derived.",0.95,"The positive rewrite adds warmth and empathy, making the speaker’s acknowledgment and explanation more heartfelt and supportive.","The negative rewrite is more formal and detached, reducing warmth and personal touch, making the statement more factual and less emotionally engaged.",0.4,0.4,0.5,0.5,0.55,0.55,0.3,0.3,0.45
empatheticdialogues,all,ed_all_7299,I've been very pleased with my daughters' musical performances.,I've been absolutely thrilled and proud beyond words with my daughters' musical performances!,I've been somewhat satisfied with my daughters' musical performances.,0.95,"This rewrite intensifies the emotional expression by adding words that convey greater excitement and pride, amplifying the positive feeling about the daughters' musical performances.","This rewrite tones down the emotional intensity, using a more reserved and understated way to express satisfaction with the performances.",0.85,0.5,0.6,0.95,0.75,0.7,0.75,0.3,0.55
empatheticdialogues,all,ed_all_59658,I went to go buy a car at a dealership and felt i was being taken advantage of.,"When I went to buy a car at the dealership, I felt deeply that I was being completely taken advantage of.",I went to buy a car at the dealership and felt somewhat that I was being taken advantage of.,0.95,The emotion of feeling taken advantage of is expressed more vividly and intensely.,The feeling of being taken advantage of is expressed in a more subdued and restrained manner.,0.25,0.45,0.4,0.2,0.65,0.35,0.3,0.3,0.45
empatheticdialogues,all,ed_all_46384,I was jogging the other day and suddenly a bear came out of the woods!,"I was jogging the other day and out of nowhere, a huge bear suddenly lunged out of the woods right at me!",I was jogging the other day and a bear appeared from the woods.,0.95,"More dramatic and vivid, heightening the sense of surprise and threat.","More restrained and neutral, reducing the immediacy and intensity of the event.",0.5,0.75,0.4,0.48,0.9,0.35,0.5,0.55,0.45
empatheticdialogues,all,ed_all_22164,My boyfriend told me that he thought the girl that works at the gas station is cute. I was not happy.,My boyfriend told me that he thought the girl that works at the gas station is cute. I felt really upset and hurt about it.,"My boyfriend mentioned that he found the girl at the gas station cute, which I found a bit displeasing.",0.95,"Increases intensity by expressing stronger upset and hurt feelings, making the emotional reaction more explicit and emotionally charged.","Decreases intensity by using milder language such as 'a bit displeasing,' creating a more restrained and less emotionally charged reaction.",0.33,0.38,0.45,0.28,0.65,0.43,0.35,0.2,0.5
empatheticdialogues,all,ed_all_50261,I went for a job interview last friday and was told I would know by Friday of this week if I got the job. I really want this one.,"I went for a job interview last Friday and was told I would know by Friday of this week if I got the job. I truly, deeply want this one and it means so much to me.",I went for a job interview last Friday and was told I would know by Friday of this week if I got the job. I am quite interested in this position.,0.95,"The positive rewrite increases emotional intensity by expressing deeper longing and personal significance, making the desire for the job more explicit and heartfelt.","The negative rewrite tones down the emotional intensity, using more neutral and restrained language to express interest without overt emotional involvement.",0.65,0.55,0.6,0.75,0.7,0.65,0.6,0.4,0.58
dailydialog,train,dd_train_9453_0,"Is this your first time visiting Beijing? Yes. Is it easy to get around? I think so. You can get anywhere by bus and taxi is not expensive. How about the subway? It's also convenient, but it's usually crowded.","Is this your first time visiting Beijing? Yes, it is! Is it easy to get around? I believe so! You can get anywhere by bus, and taxis are quite affordable! How about the subway? It's super convenient, though it does tend to get really crowded.","Is this your first time visiting Beijing? Yes. Is it easy to get around? I suppose so. You can reach most places by bus, and taxis are reasonably priced. How about the subway? It's convenient as well, but it is often crowded.",0.95,"Increased emotional intensity by using enthusiastic and emphatic language to express convenience and affordability, making the speaker's attitude more vivid and engaged.","Reduced emotional intensity by using more neutral and restrained phrasing, resulting in a more subdued and factual tone.",0.7,0.45,0.6,0.8,0.7,0.7,0.65,0.3,0.55
empatheticdialogues,all,ed_all_64577,I love so much my wife. She has been so caring and kind with me.,"I deeply, truly love my wife. She has been incredibly caring and kind with me, more than I can express.",I love my wife. She has been caring and kind with me.,0.95,"The positive rewrite expresses increased warmth and affection, making the love and appreciation for the wife more explicit and heartfelt.","The negative rewrite expresses less warmth by using simpler language, tone is more subdued and reserved, reducing explicit affection.",0.85,0.6,0.7,0.93,0.75,0.75,0.74,0.45,0.65
empatheticdialogues,all,ed_all_15039,"At my job, I have to look at many patients.","At my job, I really have to look at so many patients!","At my job, I look at quite a number of patients.",0.95,The positive rewrite intensifies the speaker's expression to sound more dramatic and somewhat overwhelmed by the number of patients.,"The negative rewrite makes the statement more restrained and neutral, reducing the sense of being overwhelmed.",0.5,0.4,0.5,0.55,0.65,0.5,0.48,0.25,0.5
dailydialog,train,dd_train_6190_0,I would like to order a suit made to my own measure. I share the same opinion. You are over-weight so it's hard for you to buy clothes. Maybe I should try to lose weight. Here is one tailor's shop. Why not order one here?,"I would really love to order a suit perfectly tailored to my own measure! I truly share your opinion. It's so tough for you to find clothes because you're overweight, and it really concerns me. Maybe I should genuinely try to lose some weight too. Look, here's a wonderful tailor's shop nearby. Why not order a suit here?","I would like to order a suit made to my own measure. I acknowledge your opinion. You are overweight, which can make buying clothes difficult. Perhaps I should consider losing weight. Here is a tailor's shop. You might consider ordering from here.",0.95,"The positive rewrite amplifies the emotional expressions, making the speaker's feelings and concerns more explicit and heartfelt.","The negative rewrite tones down emotional expressions, making the utterance more neutral, restrained, and formal.",0.55,0.45,0.5,0.7,0.75,0.6,0.5,0.25,0.45
empatheticdialogues,all,ed_all_13064,These people at work are so disrespectful and racist!!,I am deeply hurt and furious that these people at work are so blatantly disrespectful and racist!!,I have noticed some disrespectful and racist behavior from these people at work.,0.95,"More intense expression of anger and frustration, including feelings of hurt and fury.","More restrained and formal description, reducing emotional outburst and using neutral observation.",0.15,0.75,0.6,0.1,0.9,0.65,0.25,0.45,0.55
